source,destination,weather,congestion,distance,cargo,risk
Antwerp,Bangkok,5,1,5294,normal,63
Antwerp,Jakarta,2,2,8591,normal,41
Antwerp,Dubai,5,1,6451,normal,63
Antwerp,Doha,3,2,8753,normal,51
Antwerp,Riyadh,2,2,9370,fragile,51
Antwerp,Jeddah,2,3,11133,fragile,59
Antwerp,Istanbul,3,3,6998,fragile,69
Antwerp,Hamburg,3,4,3529,normal,67
Antwerp,Rotterdam,5,3,4757,normal,79
Antwerp,Antwerp,3,2,7092,normal,51
Antwerp,London,5,1,7604,normal,63
Antwerp,Le Havre,4,3,11502,fragile,79
Antwerp,Barcelona,5,5,3203,normal,95
Antwerp,Genoa,2,1,4154,normal,33
Antwerp,Athens,3,4,9750,normal,67
Antwerp,New York,1,1,8530,fragile,33
Antwerp,Los Angeles,5,5,10156,normal,95
Antwerp,San Francisco,2,3,11090,fragile,59
Antwerp,Seattle,2,1,2508,fragile,43
Antwerp,Houston,1,4,5827,fragile,57
Antwerp,Miami,2,2,2674,fragile,51
Antwerp,Vancouver,3,3,2401,normal,59
Antwerp,Toronto,3,5,7532,fragile,85
Antwerp,Montreal,1,1,9467,fragile,33
Antwerp,Sydney,4,5,2060,fragile,95
Antwerp,Melbourne,3,2,11194,fragile,61
Antwerp,Auckland,5,1,9068,fragile,73
Antwerp,Cape Town,2,5,7865,normal,65
Antwerp,Durban,2,1,5329,fragile,43
Antwerp,Lagos,2,3,8076,normal,49
Antwerp,Nairobi,1,3,9644,fragile,49
Antwerp,Santos,3,2,3788,normal,51
Antwerp,Rio de Janeiro,2,4,9132,normal,57
Antwerp,Buenos Aires,3,3,8598,fragile,69
Antwerp,Lima,3,1,2042,normal,43
Antwerp,Panama City,4,1,2431,fragile,63
Antwerp,Manila,4,3,11632,fragile,79
Antwerp,Ho Chi Minh City,3,4,2979,normal,67
Antwerp,Kuala Lumpur,2,1,3154,normal,33
London,Mumbai,3,1,5354,fragile,53
London,Chennai,5,2,9670,fragile,81
London,Kolkata,5,2,5098,fragile,81
London,Delhi,5,2,5703,fragile,81
London,Visakhapatnam,1,3,1130,normal,39
London,Singapore,2,3,6276,fragile,59
London,Shanghai,4,3,11454,fragile,79
London,Shenzhen,2,3,11600,normal,49
London,Guangzhou,3,1,5312,fragile,53
London,Hong Kong,1,3,4796,normal,39
London,Tokyo,1,3,1259,fragile,49
London,Osaka,5,5,2415,fragile,105
London,Busan,2,3,1282,fragile,59
London,Bangkok,1,5,5042,normal,55
London,Jakarta,1,1,10592,normal,23
London,Dubai,2,4,2860,normal,57
London,Doha,3,5,4036,normal,75
London,Riyadh,2,5,8995,normal,65
London,Jeddah,1,3,9270,normal,39
London,Istanbul,5,1,2292,normal,63
London,Hamburg,5,1,2653,normal,63
London,Rotterdam,3,2,7426,fragile,61
London,Antwerp,2,1,5145,fragile,43
London,London,2,4,7158,normal,57
London,Le Havre,5,1,10601,fragile,73
London,Barcelona,3,5,8758,fragile,85
London,Genoa,2,4,5832,normal,57
London,Athens,5,5,9445,normal,95
London,New York,3,4,10781,normal,67
London,Los Angeles,4,1,4491,normal,53
London,San Francisco,2,1,4398,normal,33
London,Seattle,4,4,5678,fragile,87
London,Houston,3,3,9166,normal,59
London,Miami,1,5,5213,fragile,65
London,Vancouver,3,4,8371,normal,67
London,Toronto,4,4,7827,fragile,87
London,Montreal,3,2,9222,fragile,61
London,Sydney,5,4,10548,normal,87
London,Melbourne,5,4,6410,fragile,97
London,Auckland,5,5,6239,fragile,105
London,Cape Town,4,2,10270,fragile,71
London,Durban,4,2,2650,normal,61
London,Lagos,1,3,6848,normal,39
London,Nairobi,2,2,10472,fragile,51
London,Santos,1,4,8466,normal,47
London,Rio de Janeiro,1,2,6696,fragile,41
London,Buenos Aires,3,2,6278,normal,51
London,Lima,4,2,10754,fragile,71
London,Panama City,4,5,2711,normal,85
London,Manila,1,3,8084,fragile,49
London,Ho Chi Minh City,4,1,7536,normal,53
London,Kuala Lumpur,4,3,11460,normal,69
Le Havre,Mumbai,4,4,7373,fragile,87
Le Havre,Chennai,4,1,11460,normal,53
Le Havre,Kolkata,5,5,11596,normal,95
Le Havre,Delhi,1,5,4526,fragile,65
Le Havre,Visakhapatnam,4,2,4387,normal,61
Le Havre,Singapore,3,4,3594,fragile,77
Le Havre,Shanghai,5,2,6302,fragile,81
Le Havre,Shenzhen,3,5,10552,fragile,85
Le Havre,Guangzhou,1,4,2452,normal,47
Le Havre,Hong Kong,5,4,4595,normal,87
Le Havre,Tokyo,5,4,8929,fragile,97
Le Havre,Osaka,2,2,5385,normal,41
Le Havre,Busan,5,2,1115,normal,71
Le Havre,Bangkok,4,2,10704,fragile,71
Le Havre,Jakarta,4,2,9064,fragile,71
Le Havre,Dubai,3,1,6517,fragile,53
Le Havre,Doha,2,1,4312,fragile,43
Le Havre,Riyadh,4,3,4119,normal,69
Le Havre,Jeddah,5,2,6932,fragile,81
Le Havre,Istanbul,4,3,10201,normal,69
Le Havre,Hamburg,3,4,1089,normal,67
Le Havre,Rotterdam,2,1,5470,normal,33
Le Havre,Antwerp,2,3,1621,normal,49
Le Havre,London,1,4,2555,normal,47
Le Havre,Le Havre,3,5,10229,normal,75
Le Havre,Barcelona,5,4,2183,normal,87
Le Havre,Genoa,3,5,10977,fragile,85
Le Havre,Athens,5,5,9915,normal,95
Le Havre,New York,3,1,7089,fragile,53
Le Havre,Los Angeles,5,1,6524,normal,63
Le Havre,San Francisco,2,1,11057,fragile,43
Le Havre,Seattle,2,1,9747,fragile,43
Le Havre,Houston,5,1,5739,fragile,73
Le Havre,Miami,1,1,9311,normal,23
Le Havre,Vancouver,2,3,1860,normal,49
Le Havre,Toronto,1,3,10414,fragile,49
Le Havre,Montreal,1,4,1233,normal,47
Le Havre,Sydney,2,1,3913,fragile,43
Le Havre,Melbourne,5,4,2149,fragile,97
Le Havre,Auckland,5,3,2232,normal,79
Le Havre,Cape Town,3,2,1915,normal,51
Le Havre,Durban,1,1,4545,fragile,33
Le Havre,Lagos,2,1,1631,normal,33
Le Havre,Nairobi,5,3,2364,normal,79
Le Havre,Santos,5,5,11772,fragile,105
Le Havre,Rio de Janeiro,1,2,11070,normal,31
Le Havre,Buenos Aires,1,1,6708,normal,23
Le Havre,Lima,2,4,10358,normal,57
Le Havre,Panama City,5,4,10108,normal,87
Le Havre,Manila,3,4,10089,normal,67
Le Havre,Ho Chi Minh City,4,3,10745,normal,69
Le Havre,Kuala Lumpur,1,3,1742,normal,39
Barcelona,Mumbai,1,4,10262,normal,47
Barcelona,Chennai,2,2,9597,normal,41
Barcelona,Kolkata,3,4,2664,normal,67
Barcelona,Delhi,4,5,4812,normal,85
Barcelona,Visakhapatnam,3,3,9942,fragile,69
Barcelona,Singapore,2,3,4346,fragile,59
Barcelona,Shanghai,2,5,7121,fragile,75
Barcelona,Shenzhen,5,5,4584,normal,95
Barcelona,Guangzhou,2,4,6694,fragile,67
Barcelona,Hong Kong,1,5,9148,fragile,65
Barcelona,Tokyo,5,3,5119,normal,79
Barcelona,Osaka,2,1,10240,normal,33
Barcelona,Busan,3,3,9326,fragile,69
Barcelona,Bangkok,2,3,11980,normal,49
Barcelona,Jakarta,2,2,7217,normal,41
Barcelona,Dubai,4,4,6745,normal,77
Barcelona,Doha,5,5,10781,normal,95
Barcelona,Riyadh,2,1,9111,normal,33
Barcelona,Jeddah,1,5,8673,normal,55
Barcelona,Istanbul,1,3,2962,normal,39
Barcelona,Hamburg,2,3,7187,normal,49
Barcelona,Rotterdam,3,2,3322,normal,51
Barcelona,Antwerp,4,2,1085,normal,61
Barcelona,London,5,5,1738,normal,95
Barcelona,Le Havre,2,4,3299,fragile,67
Barcelona,Barcelona,2,5,1576,fragile,75
Barcelona,Genoa,2,1,9868,fragile,43
Barcelona,Athens,1,4,5544,normal,47
Barcelona,New York,1,5,4065,normal,55
Barcelona,Los Angeles,3,1,9610,fragile,53
Barcelona,San Francisco,4,2,7583,fragile,71
Barcelona,Seattle,5,3,6625,normal,79
Barcelona,Houston,2,4,3771,normal,57
Barcelona,Miami,2,4,7268,normal,57
Barcelona,Vancouver,5,1,3032,fragile,73
Barcelona,Toronto,2,4,3570,fragile,67
Barcelona,Montreal,4,4,10314,normal,77
Barcelona,Sydney,1,4,4422,fragile,57
Barcelona,Melbourne,4,3,6049,normal,69
Barcelona,Auckland,3,2,3324,fragile,61
Barcelona,Cape Town,2,1,10491,fragile,43
Barcelona,Durban,3,1,1892,fragile,53
Barcelona,Lagos,2,5,9636,normal,65
Barcelona,Nairobi,4,3,3806,normal,69
Barcelona,Santos,5,5,11365,normal,95
Barcelona,Rio de Janeiro,4,2,5922,normal,61
Barcelona,Buenos Aires,2,1,1579,fragile,43
Barcelona,Lima,1,4,3039,normal,47
Barcelona,Panama City,5,2,4593,normal,71
Barcelona,Manila,3,1,2042,normal,43
Barcelona,Ho Chi Minh City,2,1,1204,fragile,43
Barcelona,Kuala Lumpur,5,1,7517,fragile,73
Genoa,Mumbai,5,5,7811,fragile,105
Genoa,Chennai,4,1,8987,fragile,63
Genoa,Kolkata,2,5,8883,normal,65
Genoa,Delhi,5,4,6062,normal,87
Genoa,Visakhapatnam,5,3,11625,normal,79
Genoa,Singapore,3,2,2939,fragile,61
Genoa,Shanghai,2,2,1395,normal,41
Genoa,Shenzhen,3,4,11169,fragile,77
Genoa,Guangzhou,4,1,5945,normal,53
Genoa,Hong Kong,3,1,11025,fragile,53
Genoa,Tokyo,1,5,11361,normal,55
Genoa,Osaka,5,4,5057,fragile,97
Genoa,Busan,3,4,4631,normal,67
Genoa,Bangkok,1,2,2254,fragile,41
Genoa,Jakarta,2,3,2939,normal,49
Genoa,Dubai,1,3,9186,normal,39
Genoa,Doha,2,5,2594,fragile,75
Genoa,Riyadh,2,1,10013,normal,33
Genoa,Jeddah,1,1,11002,fragile,33
Genoa,Istanbul,4,5,2797,fragile,95
Genoa,Hamburg,4,1,10115,normal,53
Genoa,Rotterdam,2,2,1727,fragile,51
Genoa,Antwerp,5,4,5390,fragile,97
Genoa,London,1,1,1726,normal,23
Genoa,Le Havre,4,5,3811,normal,85
Genoa,Barcelona,4,2,6483,normal,61
Genoa,Genoa,3,1,8606,normal,43
Genoa,Athens,3,5,8187,fragile,85
Genoa,New York,1,3,1507,normal,39
Genoa,Los Angeles,2,2,10692,fragile,51
Genoa,San Francisco,5,1,2423,fragile,73
Genoa,Seattle,3,3,1637,normal,59
Genoa,Houston,3,4,7365,normal,67
Genoa,Miami,4,5,5173,normal,85
Genoa,Vancouver,1,2,6643,fragile,41
Genoa,Toronto,3,3,4933,fragile,69
Genoa,Montreal,2,1,10783,normal,33
Genoa,Sydney,3,4,7802,normal,67
Genoa,Melbourne,1,2,1177,fragile,41
Genoa,Auckland,5,3,10525,normal,79
Genoa,Cape Town,1,1,1075,normal,23
Genoa,Durban,3,5,1392,normal,75
Genoa,Lagos,1,2,11120,normal,31
Genoa,Nairobi,3,4,3377,fragile,77
Genoa,Santos,4,3,8783,fragile,79
Genoa,Rio de Janeiro,2,4,9267,fragile,67
Genoa,Buenos Aires,4,2,6445,fragile,71
Genoa,Lima,2,4,7339,fragile,67
Genoa,Panama City,5,2,5591,normal,71
Genoa,Manila,1,3,8559,fragile,49
Genoa,Ho Chi Minh City,5,2,7173,fragile,81
Genoa,Kuala Lumpur,4,2,8248,fragile,71
Athens,Mumbai,3,2,5844,normal,51
Athens,Chennai,4,5,1937,fragile,95
Athens,Kolkata,2,4,1627,fragile,67
Athens,Delhi,2,5,3255,normal,65
Athens,Visakhapatnam,1,3,11878,fragile,49
Athens,Singapore,2,1,2479,fragile,43
Athens,Shanghai,5,3,1542,normal,79
Athens,Shenzhen,1,2,5011,fragile,41
Athens,Guangzhou,5,1,5351,fragile,73
Athens,Hong Kong,5,4,6151,normal,87
Athens,Tokyo,2,4,10412,normal,57
Athens,Osaka,2,1,4235,fragile,43
Athens,Busan,5,4,3172,fragile,97
Athens,Bangkok,1,3,10060,fragile,49
Athens,Jakarta,3,4,3296,normal,67
Athens,Dubai,2,3,8458,fragile,59
Athens,Doha,4,2,8114,normal,61
Athens,Riyadh,1,2,8773,normal,31
Athens,Jeddah,2,3,8439,fragile,59
Athens,Istanbul,2,5,6322,fragile,75
Athens,Hamburg,1,1,5925,normal,23
Athens,Rotterdam,1,3,5414,fragile,49
Athens,Antwerp,1,5,6548,fragile,65
Athens,London,3,5,4123,normal,75
Athens,Le Havre,2,4,5921,fragile,67
Athens,Barcelona,2,4,10319,fragile,67
Athens,Genoa,3,5,7759,fragile,85
Athens,Athens,2,1,4183,normal,33
Athens,New York,3,5,10087,normal,75
Athens,Los Angeles,3,1,4432,fragile,53
Athens,San Francisco,5,1,8018,fragile,73
Athens,Seattle,1,4,10514,normal,47
Athens,Houston,1,1,2239,normal,23
Athens,Miami,5,2,1643,fragile,81
Athens,Vancouver,2,5,5973,normal,65
Athens,Toronto,3,2,9002,normal,51
Athens,Montreal,2,3,2546,normal,49
Athens,Sydney,3,1,6611,normal,43
Athens,Melbourne,4,2,5122,fragile,71
Athens,Auckland,5,2,5751,fragile,81
Athens,Cape Town,3,1,6808,normal,43
Athens,Durban,4,5,3392,normal,85
Athens,Lagos,5,3,4089,fragile,89
Athens,Nairobi,3,4,4220,fragile,77
Athens,Santos,5,2,9443,normal,71
Athens,Rio de Janeiro,4,2,2213,fragile,71
Athens,Buenos Aires,4,5,1270,normal,85
Athens,Lima,4,1,3121,fragile,63
Athens,Panama City,2,5,4539,normal,65
Athens,Manila,1,2,8692,normal,31
Athens,Ho Chi Minh City,5,2,5419,normal,71
Athens,Kuala Lumpur,1,1,7588,normal,23
New York,Mumbai,3,3,2962,normal,59
New York,Chennai,2,4,8323,fragile,67
New York,Kolkata,2,1,7752,normal,33
New York,Delhi,4,2,9267,fragile,71
New York,Visakhapatnam,1,4,5125,normal,47
New York,Singapore,2,4,4606,normal,57
New York,Shanghai,5,1,7240,normal,63
New York,Shenzhen,5,2,1439,normal,71
New York,Guangzhou,1,5,10823,fragile,65
New York,Hong Kong,2,3,5028,normal,49
New York,Tokyo,3,5,11078,fragile,85
New York,Osaka,1,1,2437,normal,23
New York,Busan,3,3,6714,fragile,69
New York,Bangkok,2,2,6410,normal,41
New York,Jakarta,4,1,11805,normal,53
New York,Dubai,3,1,2579,fragile,53
New York,Doha,5,4,2514,fragile,97
New York,Riyadh,1,4,10735,normal,47
New York,Jeddah,1,2,3781,normal,31
New York,Istanbul,1,4,11806,fragile,57
New York,Hamburg,4,1,10422,fragile,63
New York,Rotterdam,2,2,4260,normal,41
New York,Antwerp,1,4,5249,fragile,57
New York,London,2,3,8222,normal,49
New York,Le Havre,2,4,5065,fragile,67
New York,Barcelona,4,1,3240,normal,53
New York,Genoa,5,2,3125,fragile,81
New York,Athens,5,5,8348,fragile,105
New York,New York,3,4,10413,fragile,77
New York,Los Angeles,3,5,3849,normal,75
New York,San Francisco,5,4,9003,normal,87
New York,Seattle,3,2,6686,normal,51
New York,Houston,4,1,8557,fragile,63
New York,Miami,4,5,8701,normal,85
New York,Vancouver,5,4,7024,fragile,97
New York,Toronto,1,4,9504,fragile,57
New York,Montreal,4,1,10891,normal,53
New York,Sydney,3,2,10955,fragile,61
New York,Melbourne,1,4,1536,normal,47
New York,Auckland,4,4,5408,normal,77
New York,Cape Town,3,5,10290,fragile,85
New York,Durban,4,1,2601,fragile,63
New York,Lagos,3,1,2886,normal,43
New York,Nairobi,1,2,2293,normal,31
New York,Santos,5,1,2552,fragile,73
New York,Rio de Janeiro,5,4,7314,fragile,97
New York,Buenos Aires,4,3,4463,normal,69
New York,Lima,2,1,7481,fragile,43
New York,Panama City,2,3,11266,fragile,59
New York,Manila,2,4,8496,fragile,67
New York,Ho Chi Minh City,4,4,10675,fragile,87
New York,Kuala Lumpur,2,3,9303,normal,49
Los Angeles,Mumbai,1,3,3506,fragile,49
Los Angeles,Chennai,1,1,5782,fragile,33
Los Angeles,Kolkata,3,3,1919,normal,59
Los Angeles,Delhi,5,4,7112,fragile,97
Los Angeles,Visakhapatnam,4,2,3250,fragile,71
Los Angeles,Singapore,3,4,7516,fragile,77
Los Angeles,Shanghai,4,3,4113,normal,69
Los Angeles,Shenzhen,5,3,3864,fragile,89
Los Angeles,Guangzhou,2,3,9575,fragile,59
Los Angeles,Hong Kong,2,2,9691,fragile,51
Los Angeles,Tokyo,3,1,6799,normal,43
Los Angeles,Osaka,1,1,3110,normal,23
Los Angeles,Busan,1,1,4266,fragile,33
Los Angeles,Bangkok,5,3,2079,fragile,89
Los Angeles,Jakarta,3,4,4988,fragile,77
Los Angeles,Dubai,4,2,1776,fragile,71
Los Angeles,Doha,5,1,8449,normal,63
Los Angeles,Riyadh,3,1,7409,normal,43
Los Angeles,Jeddah,2,2,11348,normal,41
Los Angeles,Istanbul,5,4,9827,fragile,97
Los Angeles,Hamburg,3,1,7995,normal,43
Los Angeles,Rotterdam,1,5,8681,fragile,65
Los Angeles,Antwerp,4,1,10021,fragile,63
Los Angeles,London,3,3,10371,normal,59
Los Angeles,Le Havre,2,4,9794,fragile,67
Los Angeles,Barcelona,3,1,5917,normal,43
Los Angeles,Genoa,2,3,8765,fragile,59
Los Angeles,Athens,2,4,11183,fragile,67
Los Angeles,New York,5,3,1819,normal,79
Los Angeles,Los Angeles,1,5,7433,normal,55
Los Angeles,San Francisco,5,5,6667,normal,95
Los Angeles,Seattle,4,3,2074,normal,69
Los Angeles,Houston,2,3,7031,normal,49
Los Angeles,Miami,4,5,4034,normal,85
Los Angeles,Vancouver,2,4,11917,normal,57
Los Angeles,Toronto,1,3,7762,normal,39
Los Angeles,Montreal,5,5,6134,normal,95
Los Angeles,Sydney,1,5,5236,fragile,65
Los Angeles,Melbourne,4,3,8634,fragile,79
Los Angeles,Auckland,2,2,4713,fragile,51
Los Angeles,Cape Town,1,5,1483,fragile,65
Los Angeles,Durban,4,5,2587,normal,85
Los Angeles,Lagos,4,1,1425,fragile,63
Los Angeles,Nairobi,2,2,9839,fragile,51
Los Angeles,Santos,4,1,11603,fragile,63
Los Angeles,Rio de Janeiro,4,2,4815,normal,61
Los Angeles,Buenos Aires,2,3,2044,fragile,59
Los Angeles,Lima,2,2,8602,fragile,51
Los Angeles,Panama City,5,5,11325,fragile,105
Los Angeles,Manila,5,1,8897,fragile,73
Los Angeles,Ho Chi Minh City,3,3,2513,normal,59
Los Angeles,Kuala Lumpur,4,5,2317,fragile,95
San Francisco,Mumbai,5,5,8694,normal,95
San Francisco,Chennai,5,4,5941,fragile,97
San Francisco,Kolkata,4,4,10182,normal,77
San Francisco,Delhi,2,1,11804,normal,33
San Francisco,Visakhapatnam,3,3,8127,fragile,69
San Francisco,Singapore,3,5,2333,fragile,85
San Francisco,Shanghai,1,5,10832,normal,55
San Francisco,Shenzhen,4,3,3274,fragile,79
San Francisco,Guangzhou,5,3,8701,normal,79
San Francisco,Hong Kong,2,4,10163,normal,57
San Francisco,Tokyo,5,1,2774,normal,63
San Francisco,Osaka,5,3,8663,normal,79
San Francisco,Busan,3,3,9352,normal,59
San Francisco,Bangkok,2,3,2437,normal,49
San Francisco,Jakarta,1,3,2531,normal,39
San Francisco,Dubai,1,2,11834,fragile,41
San Francisco,Doha,3,3,6275,fragile,69
San Francisco,Riyadh,3,4,2894,normal,67
San Francisco,Jeddah,4,3,8340,fragile,79
San Francisco,Istanbul,4,3,10555,normal,69
San Francisco,Hamburg,3,2,11628,normal,51
San Francisco,Rotterdam,3,5,4816,fragile,85
San Francisco,Antwerp,2,4,8484,normal,57
San Francisco,London,5,5,10740,fragile,105
San Francisco,Le Havre,3,3,7299,normal,59
San Francisco,Barcelona,3,1,6636,fragile,53
San Francisco,Genoa,1,4,6620,fragile,57
San Francisco,Athens,4,3,5792,normal,69
San Francisco,New York,2,3,2605,fragile,59
San Francisco,Los Angeles,4,3,8415,normal,69
San Francisco,San Francisco,5,4,5477,normal,87
San Francisco,Seattle,4,5,6956,fragile,95
San Francisco,Houston,2,2,7502,normal,41
San Francisco,Miami,3,5,8584,normal,75
San Francisco,Vancouver,5,3,1703,fragile,89
San Francisco,Toronto,3,1,4723,fragile,53
San Francisco,Montreal,5,5,11302,normal,95
San Francisco,Sydney,2,3,11781,fragile,59
San Francisco,Melbourne,4,2,11007,normal,61
San Francisco,Auckland,2,5,7305,normal,65
San Francisco,Cape Town,1,1,3799,normal,23
San Francisco,Durban,2,5,8711,normal,65
San Francisco,Lagos,4,5,1167,normal,85
San Francisco,Nairobi,5,4,4371,normal,87
San Francisco,Santos,5,3,6989,fragile,89
San Francisco,Rio de Janeiro,5,3,1673,normal,79
San Francisco,Buenos Aires,3,3,9645,normal,59
San Francisco,Lima,4,2,3966,fragile,71
San Francisco,Panama City,3,3,1471,fragile,69
San Francisco,Manila,3,5,11097,normal,75
San Francisco,Ho Chi Minh City,1,1,10063,fragile,33
San Francisco,Kuala Lumpur,1,4,6089,normal,47
Seattle,Mumbai,1,1,2680,fragile,33
Seattle,Chennai,5,2,9368,normal,71
Seattle,Kolkata,5,1,5615,fragile,73
Seattle,Delhi,4,1,6899,normal,53
Seattle,Visakhapatnam,3,1,9999,normal,43
Seattle,Singapore,2,4,8632,fragile,67
Seattle,Shanghai,1,3,7244,normal,39
Seattle,Shenzhen,4,3,9965,normal,69
Seattle,Guangzhou,1,4,9266,normal,47
Seattle,Hong Kong,5,4,11614,normal,87
Seattle,Tokyo,5,2,5601,normal,71
Seattle,Osaka,2,4,8985,normal,57
Seattle,Busan,2,1,7606,normal,33
Seattle,Bangkok,1,1,2588,fragile,33
Seattle,Jakarta,2,5,3481,normal,65
Seattle,Dubai,1,2,10913,fragile,41
Seattle,Doha,5,3,4196,fragile,89
Seattle,Riyadh,3,2,2837,normal,51
Seattle,Jeddah,2,2,5280,normal,41
Seattle,Istanbul,4,3,10500,fragile,79
Seattle,Hamburg,5,2,4876,normal,71
Seattle,Rotterdam,2,5,1279,normal,65
Seattle,Antwerp,1,4,2687,normal,47
Seattle,London,4,3,9297,normal,69
Seattle,Le Havre,5,1,3238,fragile,73
Seattle,Barcelona,5,3,4208,fragile,89
Seattle,Genoa,5,1,4812,normal,63
Seattle,Athens,5,4,7642,fragile,97
Seattle,New York,3,1,8201,normal,43
Seattle,Los Angeles,1,2,11126,normal,31
Seattle,San Francisco,2,3,2101,fragile,59
Seattle,Seattle,5,5,4526,fragile,105
Seattle,Houston,5,2,7546,fragile,81
Seattle,Miami,1,4,8893,fragile,57
Seattle,Vancouver,2,1,3847,normal,33
Seattle,Toronto,3,4,1450,normal,67
Seattle,Montreal,5,1,11881,normal,63
Seattle,Sydney,1,3,5636,normal,39
Seattle,Melbourne,2,3,3008,normal,49
Seattle,Auckland,3,3,5199,normal,59
Seattle,Cape Town,3,3,5583,fragile,69
Seattle,Durban,5,5,7330,normal,95
Seattle,Lagos,1,2,2108,normal,31
Seattle,Nairobi,3,4,7421,fragile,77
Seattle,Santos,5,2,11750,normal,71
Seattle,Rio de Janeiro,2,2,6839,normal,41
Seattle,Buenos Aires,1,3,11362,fragile,49
Seattle,Lima,4,2,8530,fragile,71
Seattle,Panama City,3,3,10425,fragile,69
Seattle,Manila,2,1,11003,fragile,43
Seattle,Ho Chi Minh City,3,4,2933,normal,67
Seattle,Kuala Lumpur,3,5,10578,fragile,85
Houston,Mumbai,4,3,7386,fragile,79
Houston,Chennai,4,2,6837,fragile,71
Houston,Kolkata,3,2,11350,fragile,61
Houston,Delhi,5,4,2971,fragile,97
Houston,Visakhapatnam,2,1,7165,fragile,43
Houston,Singapore,4,1,7589,fragile,63
Houston,Shanghai,5,5,3101,normal,95
Houston,Shenzhen,4,5,7594,normal,85
Houston,Guangzhou,2,4,8821,normal,57
Houston,Hong Kong,5,1,10153,fragile,73
Houston,Tokyo,2,4,7821,fragile,67
Houston,Osaka,5,1,2019,normal,63
Houston,Busan,4,5,10239,normal,85
Houston,Bangkok,2,2,3512,fragile,51
Houston,Jakarta,2,1,6141,normal,33
Houston,Dubai,2,4,7881,normal,57
Houston,Doha,4,3,3507,fragile,79
Houston,Riyadh,2,4,6928,normal,57
Houston,Jeddah,2,5,9079,fragile,75
Houston,Istanbul,1,3,2469,normal,39
Houston,Hamburg,4,3,8883,fragile,79
Houston,Rotterdam,2,3,11237,fragile,59
Houston,Antwerp,4,1,2065,normal,53
Houston,London,3,5,2427,normal,75
Houston,Le Havre,4,2,2745,normal,61
Houston,Barcelona,4,1,4094,fragile,63
Houston,Genoa,3,3,2544,normal,59
Houston,Athens,1,4,2832,normal,47
Houston,New York,2,5,4709,fragile,75
Houston,Los Angeles,4,3,2717,normal,69
Houston,San Francisco,3,5,11085,normal,75
Houston,Seattle,5,1,10134,fragile,73
Houston,Houston,2,4,2519,normal,57
Houston,Miami,2,3,3632,fragile,59
Houston,Vancouver,2,5,11459,normal,65
Houston,Toronto,2,5,4009,normal,65
Houston,Montreal,2,1,7619,normal,33
Houston,Sydney,5,2,6292,normal,71
Houston,Melbourne,1,2,5244,fragile,41
Houston,Auckland,2,1,2127,normal,33
Houston,Cape Town,2,4,8712,normal,57
Houston,Durban,3,1,10464,fragile,53
Houston,Lagos,2,4,9103,fragile,67
Houston,Nairobi,3,5,2840,normal,75
Houston,Santos,3,3,9465,normal,59
Houston,Rio de Janeiro,3,1,9990,fragile,53
Houston,Buenos Aires,3,3,2083,fragile,69
Houston,Lima,4,5,1919,normal,85
Houston,Panama City,2,1,6083,normal,33
Houston,Manila,5,5,5718,normal,95
Houston,Ho Chi Minh City,2,5,10501,normal,65
Houston,Kuala Lumpur,4,3,7769,normal,69
Miami,Mumbai,1,1,1916,fragile,33
Miami,Chennai,2,3,1509,normal,49
Miami,Kolkata,2,1,8655,fragile,43
Miami,Delhi,1,4,5128,fragile,57
Miami,Visakhapatnam,1,2,8997,fragile,41
Miami,Singapore,3,4,2169,normal,67
Miami,Shanghai,1,5,10327,fragile,65
Miami,Shenzhen,3,3,6631,fragile,69
Miami,Guangzhou,4,5,6170,fragile,95
Miami,Hong Kong,5,4,11099,fragile,97
Miami,Tokyo,2,1,5403,normal,33
Miami,Osaka,1,1,6869,fragile,33
Miami,Busan,4,1,8062,normal,53
Miami,Bangkok,3,4,4702,fragile,77
Miami,Jakarta,3,3,11441,normal,59
Miami,Dubai,2,1,10912,fragile,43
Miami,Doha,4,2,5059,fragile,71
Miami,Riyadh,3,2,7241,fragile,61
Miami,Jeddah,4,5,8850,normal,85
Miami,Istanbul,4,5,10605,normal,85
Miami,Hamburg,1,5,7977,normal,55
Miami,Rotterdam,1,1,11404,fragile,33
Miami,Antwerp,1,4,3085,normal,47
Miami,London,4,1,3969,fragile,63
Miami,Le Havre,5,5,6140,normal,95
Miami,Barcelona,2,5,11749,fragile,75
Miami,Genoa,1,1,6602,normal,23
Miami,Athens,4,5,9306,normal,85
Miami,New York,5,3,5608,normal,79
Miami,Los Angeles,2,3,1878,normal,49
Miami,San Francisco,2,2,11992,normal,41
Miami,Seattle,5,3,3009,fragile,89
Miami,Houston,2,2,4430,fragile,51
Miami,Miami,1,4,7277,normal,47
Miami,Vancouver,5,5,10832,normal,95
Miami,Toronto,1,2,6261,normal,31
Miami,Montreal,5,2,9589,fragile,81
Miami,Sydney,4,1,7063,normal,53
Miami,Melbourne,5,5,10402,normal,95
Miami,Auckland,5,1,6196,fragile,73
Miami,Cape Town,4,5,7098,fragile,95
Miami,Durban,5,2,10392,normal,71
Miami,Lagos,4,3,8288,fragile,79
Miami,Nairobi,5,4,2782,fragile,97
Miami,Santos,3,3,8747,fragile,69
Miami,Rio de Janeiro,2,2,5641,fragile,51
Miami,Buenos Aires,3,1,5090,normal,43
Miami,Lima,4,4,10092,fragile,87
Miami,Panama City,5,5,8624,normal,95
